,roll_number,full_address,has_garden,total_assessed_value,street_number,street_name,property_use_code,geometry,centroid_lat,centroid_lon,n_s,position
2113,12082728000.0,70 ETHELBERT STREET,True,546000.0,70.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1680618309833 49.878807780204646, -97.16766476294607 49.87879760096325, -97.16765665105315 49.87890708781507, -97.16805371838255 49.87891734622499, -97.1680618309833 49.878807780204646)))",49.87885745453479,-97.16785926471006,South,Central
2115,12081210000.0,70 SHERBURN STREET,True,304000.0,70.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17656457810521 49.87914554338148, -97.17695132780058 49.8791573818823, -97.17695817810016 49.879067048399854, -97.17657143333109 49.879055209096464, -97.17656457810521 49.87914554338148)))",49.87910629577412,-97.17676137898776,South,Central
2118,12082438000.0,71 ARLINGTON STREET,True,263000.0,71.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16927736682693 49.87957595706601, -97.16970281221782 49.879589212589565, -97.16971093710153 49.87947944788585, -97.16928549311082 49.87946621759568, -97.16927736682693 49.87957595706601)))",49.87952770910708,-97.16949416042756,South,Central
2121,12082225000.0,72 ARLINGTON STREET,True,436000.0,72.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17032119518 49.87963474966946, -97.17033122653301 49.87949788607711, -97.16997067071819 49.87948683482386, -97.16996061539642 49.87962369835322, -97.17032119518 49.87963474966946)))",49.879560792983014,-97.17014592675426,South,Central
2126,12082439000.0,73 ARLINGTON STREET,True,271000.0,73.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16969612655987 49.87967954290038, -97.16970281221782 49.879589212589565, -97.16927736682693 49.87957595706601, -97.16927068119413 49.879666265768435, -97.16969612655987 49.87967954290038)))",49.87962774487278,-97.1694867551605,South,Central
2129,12082734000.0,73 ETHELBERT STREET,True,549000.0,73.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16698547114284 49.87889111816144, -97.16697738149739 49.879000454206704, -97.16736876604323 49.87901005121001, -97.16737686457503 49.87890075126218, -97.16698547114284 49.87889111816144)))",49.87895059317903,-97.16717711014915,South,Central
2137,12082729000.0,74 ETHELBERT STREET,True,433000.0,74.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16805371838255 49.87891734622499, -97.16765665105315 49.87890708781507, -97.16764853911687 49.87901657466394, -97.16804560434727 49.87902691222036, -97.16805371838255 49.87891734622499)))",49.87896698093681,-97.16785115209996,South,Central
2140,12090077000.0,740 WESTMINSTER AVENUE,True,582000.0,740.0,WESTMINSTER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16177223358068 49.88153755020244, -97.16161337981634 49.881533299947634, -97.16159400453097 49.881807034901165, -97.1617528593144 49.88181128047204, -97.16177223358068 49.88153755020244)))",49.881672291473286,-97.16168311907622,North,East
2145,12090081000.0,746 WESTMINSTER AVENUE,True,334000.0,746.0,WESTMINSTER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1620900139271 49.88154605089801, -97.16207064196215 49.881819774043656, -97.16222949544427 49.881824019605574, -97.16224886656697 49.88155029978844, -97.1620900139271 49.88154605089801)))",49.881685036166544,-97.1621597543072,North,East
2148,12090082000.0,748 WESTMINSTER AVENUE,True,424000.0,748.0,WESTMINSTER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16224886656697 49.88155029978844, -97.16222949544427 49.881824019605574, -97.16244132635518 49.88182967980855, -97.16246069468782 49.88155596531448, -97.16224886656697 49.88155029978844)))",49.88168999137935,-97.16234509539775,North,East
2150,12082440000.0,75 ARLINGTON STREET,True,282000.0,75.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16968944087245 49.87976987320918, -97.16969612655987 49.87967954290038, -97.16927068119413 49.879666265768435, -97.16926399414072 49.879756574446866, -97.16968944087245 49.87976987320918)))",49.87971806439764,-97.16948006914237,South,Central
2155,12090083000.0,750 WESTMINSTER AVENUE,True,321000.0,750.0,WESTMINSTER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16259389717582 49.88183375697128, -97.16261326534607 49.88156004570045, -97.16246069468782 49.88155596531448, -97.16244132635518 49.88182967980855, -97.16259389717582 49.88183375697128)))",49.88169486193489,-97.16252729574228,North,East
2160,12090039000.0,753 WOLSELEY AVENUE,True,1603000.0,753.0,WOLSELEY,RESAP - APARTMENTS,"MULTIPOLYGON (((-97.1624093176328 49.88078117708046, -97.16272707786861 49.88078968095907, -97.1627510333019 49.88045330152584, -97.16270355109138 49.88046908623889, -97.16243228199475 49.88045978272482, -97.1624093176328 49.88078117708046)))",49.88062469521254,-97.16258003190788,South,East
2166,12090087000.0,758 WESTMINSTER AVENUE,True,399000.0,758.0,WESTMINSTER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16322305468908 49.88157635214527, -97.16307075499248 49.881572279700016, -97.16305139086855 49.881845981384494, -97.16320301812405 49.88185003214096, -97.16322305468908 49.88157635214527)))",49.88171106037412,-97.16313706176436,North,East
2184,12097649000.0,768 WESTMINSTER AVENUE,True,343000.0,768.0,WESTMINSTER,RESSS - SIDE BY SIDE,"MULTIPOLYGON (((-97.16378645371769 49.8818656178827, -97.16380647945923 49.88159195049387, -97.1637007475823 49.88158912391064, -97.16368071874777 49.88186279344217, -97.16378645371769 49.8818656178827)))",49.88172737206251,-97.163743599759,North,East
2188,12082735000.0,77 ETHELBERT STREET,True,344000.0,77.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16697738149739 49.879000454206704, -97.16696929180874 49.879109790249025, -97.1673606674682 49.879119351154905, -97.16736876604323 49.87901005121001, -97.16697738149739 49.879000454206704)))",49.87905991117507,-97.16716901603888,South,Central
2199,12082730000.0,78 ETHELBERT STREET,True,383000.0,78.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16804560434727 49.87902691222036, -97.16764853911687 49.87901657466394, -97.16764042852837 49.879126061531835, -97.16803749026859 49.87913647821279, -97.16804560434727 49.87902691222036)))",49.87907650733585,-97.1678430394466,South,Central
2203,12082052000.0,78 RUBY STREET,True,453000.0,78.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17314546969048 49.879694579929684, -97.17313727913505 49.87980406667292, -97.17352854096636 49.87981600748345, -97.17353679466144 49.879706520974125, -97.17314546969048 49.879694579929684)))",49.87975529231111,-97.17333702172672,South,Central
2204,12081214000.0,78 SHERBURN STREET,True,304000.0,78.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17654401221314 49.87941654712328, -97.17653715822416 49.87950688232101, -97.17692392206024 49.87951871752402, -97.17693077390517 49.87942838317263, -97.17654401221314 49.87941654712328)))",49.87946763256569,-97.176733966273,South,Central
2209,12083162000.0,789 HONEYMAN AVENUE,True,235000.0,789.0,HONEYMAN,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16384474259212 49.885568323377264, -97.16382637898826 49.88581757839289, -97.16393718744636 49.8857878510937, -97.16404799580478 49.885758122787934, -97.1640664527729 49.88550872439928, -97.16395559774959 49.885538523942124, -97.16384474259212 49.885568323377264)))",49.88566317707214,-97.1639464020548,North,East
2210,12082853000.0,789 PRESTON AVENUE,True,314000.0,789.0,PRESTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16540950746418 49.88435633063439, -97.16540269902997 49.88444699968266, -97.16539571046124 49.88454007370809, -97.16539269630385 49.884580214860364, -97.16554103960915 49.884584224328, -97.16557843568096 49.8840860912047, -97.16543009521047 49.884082138599055, -97.16542308985485 49.88417543178058, -97.16541630646255 49.884265774187675, -97.16540950746418 49.88435633063439)))",49.88433316916919,-97.16548556797504,North,East
2223,12082974000.0,799 WOLSELEY AVENUE,True,322000.0,799.0,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16459692478094 49.88017201296882, -97.16460197209555 49.88010348248648, -97.16462201633047 49.87983130837204, -97.16451134100232 49.879868103085734, -97.16448413042866 49.88023797733188, -97.16459187748349 49.88024054255106, -97.16459692478094 49.88017201296882)))",49.88004432946244,-97.16455326156952,South,East
2227,12082731000.0,80 ETHELBERT STREET,True,502000.0,80.0,ETHELBERT,RESDU - DUPLEX,"MULTIPOLYGON (((-97.16764042852837 49.879126061531835, -97.16763231650539 49.879235548374815, -97.16802937753765 49.879246044224246, -97.16803749026859 49.87913647821279, -97.16764042852837 49.879126061531835)))",49.879186033832966,-97.16783492707746,South,Central
2234,12082662000.0,800 PRESTON AVENUE,True,352000.0,800.0,PRESTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16632544741391 49.8839249420089, -97.16634886135479 49.88360735671103, -97.166179410635 49.88360283023086, -97.16616413003028 49.88381096783701, -97.16616715328615 49.88382371035336, -97.16617133737908 49.883836120235124, -97.16617664673603 49.88384809197384, -97.16618303621699 49.883859523786114, -97.1661904514988 49.88387031847901, -97.16619882953692 49.88388038427636, -97.16620809910152 49.88388963559903, -97.16621783806576 49.88389773411503, -97.1662282597992 49.883904932785576, -97.16623928141983 49.883911174361046, -97.16625081527484 49.8839164092034, -97.1662627696377 49.88392059568095, -97.16627504943769 49.88392370049945, -97.16628755701593 49.883925698966884, -97.1663001929021 49.88392657518982, -97.16631285660542 49.883926322199834, -97.16632544741391 49.8839249420089)))",49.883753990438095,-97.16625752764602,North,Central
2240,12083174000.0,805 HONEYMAN AVENUE,True,211000.0,805.0,HONEYMAN,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16457438088433 49.88537217252434, -97.16455592490493 49.88562157909818, -97.16466689820535 49.885591739477825, -97.16477787279669 49.88556189887258, -97.16479632760199 49.885312492247834, -97.16468535363181 49.885342331979565, -97.16457438088433 49.88537217252434)))",49.88546703572653,-97.16467612657117,North,East
2243,12082666000.0,808 PRESTON AVENUE,True,344000.0,808.0,PRESTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16685720946838 49.883620937298076, -97.16683376560252 49.883938481731995, -97.16684798371868 49.88394036435695, -97.16686231398855 49.88394094956625, -97.16687663826761 49.88394023253517, -97.16689083846076 49.88393821917521, -97.16690479749595 49.88393492608532, -97.16691840028925 49.88393038041504, -97.16693153469382 49.883924619640716, -97.16694409242434 49.883917691256464, -97.16695596994985 49.88390965238268, -97.16696654359002 49.88390103886617, -97.16697633481876 49.88389154537508, -97.16698527064592 49.88388124268, -97.16699328445812 49.88387020758384, -97.16700031651521 49.883858522349314, -97.16700631439576 49.88384627408568, -97.16701123338768 49.883833554099375, -97.16702666030758 49.88362546368766, -97.16685720946838 49.883620937298076)))",49.883771725652906,-97.16692664432937,North,Central
2246,12082222000.0,81 EVANSON STREET,True,390000.0,81.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17066150363283 49.87992302145404, -97.17066776030676 49.879837439093045, -97.17034102842459 49.879827427440006, -97.17033475587229 49.879913009535464, -97.17066150363283 49.87992302145404)))",49.87987522472472,-97.17050126196362,South,Central
2250,12082992000.0,81 WALNUT STREET,True,282000.0,81.0,WALNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1634383464198 49.88072380674448, -97.16343214263087 49.880808546272064, -97.16386295835294 49.88082007240469, -97.16386915787842 49.880735333680605, -97.1634383464198 49.88072380674448)))",49.88077193983386,-97.16365065092748,South,East
2256,12082759000.0,82 CANORA STREET,True,318000.0,82.0,CANORA,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16645653611434 49.87982796912176, -97.16644860254377 49.879936048646584, -97.16683951720361 49.879946856095735, -97.16684748504946 49.87983875639286, -97.16645653611434 49.87982796912176)))",49.87988740698572,-97.16664804163725,South,Central
2269,12097627600.0,828 PRESTON AVENUE,True,142527.777778,828.0,PRESTON,CNCMP - CONDO COMPLEX,"MULTIPOLYGON (((-97.16815998526683 49.88397379625674, -97.16818350066613 49.88365637595798, -97.16770256331992 49.88364365366148, -97.16767904651704 49.883960991101354, -97.16815998526683 49.88397379625674)))",49.88380870493541,-97.16793128434988,North,Central
2273,12082221000.0,83 EVANSON STREET,True,447000.0,83.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17065524554154 49.88000860379129, -97.17066150363283 49.87992302145404, -97.17033475587229 49.879913009535464, -97.17032848329374 49.87999859162913, -97.17065524554154 49.88000860379129)))",49.879960806916415,-97.1704949969984,South,Central
2277,12082890000.0,830 WOLSELEY AVENUE,True,678000.0,830.0,WOLSELEY,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16578851939897 49.87924054988118, -97.165852171251 49.87839742401273, -97.16584291182963 49.878400403260564, -97.16574200641676 49.87844392729938, -97.16563157719902 49.87849391186809, -97.16556971610645 49.87931326154363, -97.16567911712126 49.87927690620354, -97.16578851939897 49.87924054988118)))",49.8788605228067,-97.16571108111408,South,Central
2279,12082860000.0,834 HONEYMAN AVENUE,True,372000.0,834.0,HONEYMAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16617947698906 49.88470737554923, -97.16578321937658 49.884556757498935, -97.16578124175771 49.884583296569566, -97.16597182593468 49.884800460052595, -97.16606984288882 49.88477410295036, -97.1660867311536 49.884769513881736, -97.16610315619256 49.88476347309263, -97.16611899347599 49.88475602638251, -97.16613412293034 49.884747230210095, -97.16615055299792 49.88473548988436, -97.16616572205903 49.884722160144904, -97.16617947698906 49.88470737554923)))",49.88468992959451,-97.1659767045482,North,Central
2296,12082444000.0,85 ARLINGTON STREET,True,415000.0,85.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16923724698935 49.88011781006146, -97.16966269647075 49.880131193503374, -97.16966938227611 49.88004086320261, -97.1692439341607 49.88002750139105, -97.16923724698935 49.88011781006146)))",49.88007934235773,-97.16945332342462,South,Central
2304,12082736000.0,852 WOLSELEY AVENUE,True,312000.0,852.0,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1673606674682 49.879119351154905, -97.16696929180874 49.879109790249025, -97.1669612020769 49.879219126288405, -97.16735256884998 49.87922865109683, -97.1673606674682 49.879119351154905)))",49.87916922916817,-97.16716092188535,South,Central
2322,12082740000.0,867 WOLSELEY AVENUE,True,601000.0,867.0,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16714868681586 49.879681130220696, -97.16731868591883 49.8796858124366, -97.16733917763885 49.87940935075887, -97.16716909908898 49.879405211510715, -97.16714868681586 49.879681130220696)))",49.87954537165447,-97.1672439406672,South,Central
2328,12082935000.0,87 CHESTNUT STREET,True,404000.0,87.0,CHESTNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16500264010796 49.88052487975474, -97.16460563665864 49.88051524610769, -97.1646005997853 49.88058372008268, -97.16499758122262 49.880593398370955, -97.16500264010796 49.88052487975474)))",49.88055431134007,-97.16480163624404,South,East
2330,12082486000.0,87 HOME STREET,True,388000.0,87.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16847418755785 49.87973210864834, -97.1680621618251 49.8797192828902, -97.16804699413379 49.879809363924664, -97.16846749642521 49.87982244870479, -97.16847418755785 49.87973210864834)))",49.87977095405736,-97.16826268960448,South,Central
2331,12081816000.0,87 LENORE STREET,True,381000.0,87.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17130313983552 49.880200458207355, -97.17169426485839 49.880212483996175, -97.17170090654628 49.880122152900654, -97.17130973091304 49.880110122734294, -97.17130313983552 49.880200458207355)))",49.88016130345041,-97.1715020095942,South,Central
2340,12082702000.0,871 WOLSELEY AVENUE,True,329000.0,871.0,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16779689146172 49.879698395286944, -97.16781741885198 49.879421470858084, -97.16761892514833 49.87941624266491, -97.167598404535 49.87969314198508, -97.16779689146172 49.879698395286944)))",49.87955731216816,-97.1677079115491,South,Central
2344,12082914000.0,88 CHESTNUT STREET,True,343000.0,88.0,CHESTNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16565775969708 49.8805224922753, -97.16525850371637 49.88051027089441, -97.16525182602973 49.88060070896866, -97.16565094299796 49.8806127764141, -97.16565775969708 49.8805224922753)))",49.88056155763256,-97.16545470333384,South,East
2355,12081817000.0,89 LENORE STREET,True,336000.0,89.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17129654872886 49.88029079367841, -97.17168762178396 49.880302814168786, -97.17169426485839 49.880212483996175, -97.17130313983552 49.880200458207355, -97.17129654872886 49.88029079367841)))",49.88025163646626,-97.17149539254308,South,Central
2359,12082365000.0,892 PALMERSTON AVENUE,True,717000.0,892.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.168243060913 49.87790858362358, -97.16837409580918 49.877859271070164, -97.16841417880359 49.87731714501618, -97.16833276207572 49.877357765336185, -97.1682888083928 49.87737599716124, -97.16828225576863 49.87737847750969, -97.168243060913 49.87790858362358)))",49.877616494569224,-97.16832860688996,South,Central
2363,12081967000.0,894 WESTMINSTER AVENUE,True,452000.0,894.0,WESTMINSTER,CMRST - STORE,"MULTIPOLYGON (((-97.17234729526467 49.88138747267287, -97.17233226968146 49.88159002940287, -97.17246361480257 49.88159404983631, -97.17247701518602 49.88141339547722, -97.1724786397866 49.8813914937121, -97.17234729526467 49.88138747267287)))",49.881490761475675,-97.172405454846,North,Central
2364,12082378000.0,895 PALMERSTON AVENUE,True,409000.0,895.0,PALMERSTON,RESDU - DUPLEX,"MULTIPOLYGON (((-97.16848253316233 49.87799413513987, -97.16846229738006 49.878267853114444, -97.16858589991006 49.87822138417286, -97.16860612519562 49.87794766691166, -97.16848253316233 49.87799413513987)))",49.87810776177018,-97.16853421389062,South,Central
2366,12082408000.0,897 PALMERSTON AVENUE,True,481000.0,897.0,PALMERSTON,RESDU - DUPLEX,"MULTIPOLYGON (((-97.16902753831468 49.878055159275895, -97.16904776302457 49.87778146334125, -97.16889438953461 49.877839183517025, -97.16887416672198 49.87811288017606, -97.16902753831468 49.878055159275895)))",49.877947171305166,-97.16896096435192,South,Central
2376,12081969500.0,900 WESTMINSTER AVENUE,True,300000.0,900.0,WESTMINSTER,CMOMC - MEDICAL OFFICE CLINIC,"MULTIPOLYGON (((-97.17263775441829 49.881599379963035, -97.1727224932638 49.88160197358715, -97.17273600946223 49.88142132399683, -97.17265127096098 49.88141872998173, -97.17263775441829 49.881599379963035)))",49.88151035193754,-97.17268688200647,North,Central
2388,12082218000.0,91 EVANSON STREET,True,398000.0,91.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17063647114449 49.88026534989329, -97.17064272931437 49.88017976756143, -97.17031593805793 49.88016975581108, -97.17030966540065 49.88025533789937, -97.17063647114449 49.88026534989329)))",49.88021755310519,-97.17047620089264,South,Central
2389,12082487000.0,91 HOME STREET,True,346000.0,91.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1680403006285 49.87989970841905, -97.16846080526304 49.87991278875924, -97.16846749642521 49.87982244870479, -97.16804699413379 49.879809363924664, -97.1680403006285 49.87989970841905)))",49.87986107743358,-97.16825389736356,South,Central
2392,12081308000.0,91 SHERBURN STREET,True,405000.0,91.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17622180293043 49.87996913151274, -97.17622867245862 49.879878808275215, -97.17584191293533 49.87986697083197, -97.17583503987196 49.87995729489387, -97.17622180293043 49.87996913151274)))",49.87991805143571,-97.17603185671196,South,Central
2403,12082915000.0,92 CHESTNUT STREET,True,564000.0,92.0,CHESTNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16565094299796 49.8806127764141, -97.16525182602973 49.88060070896866, -97.16524495054463 49.88069383764825, -97.16564392308129 49.88070575183763, -97.16565094299796 49.8806127764141)))",49.8806532640994,-97.16544785779053,South,East
2405,12081978000.0,92 LENORE STREET,True,259000.0,92.0,LENORE,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17196886082229 49.88028948523089, -97.17196382836991 49.880357929615116, -97.17235482956539 49.880369911177304, -97.17235990646007 49.88030146815411, -97.17196886082229 49.88028948523089)))",49.88032969789611,-97.17216185635267,South,Central
2411,12082135000.0,921 PALMERSTON AVENUE,True,346000.0,921.0,PALMERSTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17065300434864 49.8775704384388, -97.17067304286678 49.877296684614244, -97.17049295813999 49.87729116132074, -97.17047289565411 49.87756491474071, -97.17065300434864 49.8775704384388)))",49.877430802811,-97.17057297501216,South,Central
2415,12082223000.0,925 WOLSELEY AVENUE,True,331000.0,925.0,WOLSELEY,RESDU - DUPLEX,"MULTIPOLYGON (((-97.17049146247585 49.87977716403957, -97.17067176450891 49.879782688471956, -97.17069178118538 49.87950893528962, -97.17051150315626 49.87950341036289, -97.17049146247585 49.87977716403957)))",49.879643052564894,-97.17059162754286,South,Central
2420,12082826000.0,93 CANORA STREET,True,563000.0,93.0,CANORA,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16572797210026 49.880491887157994, -97.166126800616 49.88050195780585, -97.16613483788068 49.880392484282645, -97.16573623114883 49.88038246214294, -97.16572797210026 49.880491887157994)))",49.880442203321365,-97.16593147305848,South,Central
2463,12081310000.0,97 SHERBURN STREET,True,348000.0,97.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17620806374968 49.880149778880615, -97.17621493333819 49.88005945564718, -97.17582816538726 49.880047618931826, -97.17582129222968 49.88013794388861, -97.17620806374968 49.880149778880615)))",49.88009869938384,-97.17601811301871,South,Central
2473,12081503300.0,980 PORTAGE AVENUE,True,2391000.0,980.0,PORTAGE,CMSTP - STRIP MALL,"MULTIPOLYGON (((-97.17503999481052 49.88442589370244, -97.1751816483001 49.88440790125766, -97.1753233016549 49.884389909537475, -97.17546495494271 49.88437191674399, -97.17560237389534 49.88435446159667, -97.17573979271914 49.88433700718427, -97.17589103741041 49.884317795781506, -97.17591185575026 49.88404410770273, -97.17576062146058 49.88406332469025, -97.17562321014272 49.8840807855392, -97.17548579872991 49.88409824622407, -97.17534581002631 49.88409400710566, -97.17520582274307 49.884089767840344, -97.17506583548888 49.88408552840621, -97.17503999481052 49.88442589370244)))",49.884227951525816,-97.17546032768844,North,Central
